session_date,source,sessions,bounce_rate
2025-09-11,google-ads,20,0.512
2025-09-11,google / organic,7,0.344
2025-09-11,email-campaign,10,0.407
2025-09-11,facebook / paid,76,0.545
2025-09-11,email-campaign,11,0.422
2025-09-11,googleads,15,0.483
2025-09-11,seo,7,0.349
2025-09-12,google-ads,19,0.386
2025-09-12,fb_paid,51,0.526
2025-09-12,aff,4,0.596
2025-09-12,google-ads,27,0.519
2025-09-12,FB,37,0.525
2025-09-12,seo,7,0.512
2025-09-12,partner-network,4,0.57
2025-09-12,email-campaign,5,0.347
2025-09-12,email / newsletter,5,0.524
2025-09-12,(organic),9,0.357
2025-09-12,googleads,27,0.45
2025-09-13,email-campaign,16,0.415
2025-09-13,googleads,33,0.408
2025-09-13,google / organic,9,0.373
2025-09-13,google / cpc,34,0.422
2025-09-13,affiliate / partner,12,0.649
2025-09-13,fb_paid,69,0.601
2025-09-14,seo,4,0.488
2025-09-14,fb_paid,71,0.52
2025-09-14,klaviyo,7,0.397
2025-09-14,google / organic,8,0.412
2025-09-14,google / organic,5,0.375
2025-09-14,aff,14,0.604
2025-09-14,google / cpc,42,0.596
2025-09-14,googleads,32,0.429
2025-09-14,email-campaign,3,0.314
2025-09-15,aff,13,0.512
2025-09-15,google / organic,7,0.435
2025-09-15,google / organic,3,0.298
2025-09-15,organic,4,0.357
2025-09-15,fb_paid,29,0.662
2025-09-15,email-campaign,7,0.39
2025-09-15,email-campaign,4,0.485
2025-09-15,partner-network,10,0.615
2025-09-15,Email,8,0.449
2025-09-15,fb_paid,31,0.516
2025-09-15,adwords,29,0.465
2025-09-15,google / cpc,32,0.395
2025-09-16,adwords,83,0.451
2025-09-16,seo,12,0.371
2025-09-16,email / newsletter,13,0.491
2025-09-16,FB,76,0.61
2025-09-16,partner-network,22,0.627
2025-09-16,organic,8,0.383
2025-09-17,partner-network,5,0.671
2025-09-17,email / newsletter,8,0.415
2025-09-17,aff,6,0.681
2025-09-17,Email,8,0.444
2025-09-17,organic,14,0.436
2025-09-17,google-ads,42,0.385
2025-09-17,FB,77,0.482
2025-09-17,google-ads,34,0.399
2025-09-17,klaviyo,6,0.393
2025-09-18,facebook / paid,73,0.473
2025-09-18,partner-network,10,0.712
2025-09-18,google / cpc,47,0.318
2025-09-18,affiliate / partner,16,0.516
2025-09-18,email / newsletter,9,0.327
2025-09-18,adwords,57,0.443
2025-09-18,seo,15,0.29
2025-09-18,email-campaign,7,0.306
2025-09-19,google / organic,12,0.472
2025-09-19,fb_paid,96,0.616
2025-09-19,adwords,70,0.483
2025-09-19,klaviyo,8,0.46
2025-09-19,AFFILIATE,17,0.654
2025-09-20,facebook / paid,32,0.67
2025-09-20,organic,10,0.372
2025-09-20,fb_paid,55,0.5
2025-09-20,google-ads,42,0.478
2025-09-20,aff,9,0.595
2025-09-20,email-campaign,4,0.453
2025-09-20,google / cpc,35,0.537
2025-09-20,affiliate / partner,5,0.686
2025-09-20,email / newsletter,5,0.475
2025-09-20,klaviyo,3,0.447
2025-09-20,seo,7,0.484
2025-09-21,affiliate / partner,5,0.565
2025-09-21,(organic),6,0.453
2025-09-21,affiliate / partner,7,0.603
2025-09-21,google-ads,54,0.4
2025-09-21,klaviyo,27,0.457
2025-09-21,facebook / paid,83,0.558
2025-09-21,google-ads,44,0.508
2025-09-21,seo,6,0.351
2025-09-22,AFFILIATE,12,0.557
2025-09-22,meta / social,18,0.578
2025-09-22,facebook / paid,24,0.658
2025-09-22,google / cpc,17,0.442
2025-09-22,FB,27,0.631
2025-09-22,google-ads,23,0.442
2025-09-22,email / newsletter,11,0.434
2025-09-22,(organic),11,0.461
2025-09-22,googleads,16,0.443
2025-09-22,email / newsletter,9,0.392
2025-09-23,klaviyo,2,0.477
2025-09-23,partner-network,18,0.722
2025-09-23,meta / social,41,0.585
2025-09-23,email / newsletter,2,0.383
2025-09-23,google-ads,33,0.572
2025-09-23,google-ads,36,0.5
2025-09-23,organic,2,0.419
2025-09-23,FB,33,0.607
2025-09-23,google / organic,7,0.453
2025-09-24,organic,3,0.428
2025-09-24,google / cpc,33,0.487
2025-09-24,email-campaign,18,0.359
2025-09-24,AFFILIATE,2,0.581
2025-09-24,meta / social,35,0.549
2025-09-24,facebook / paid,45,0.547
2025-09-24,seo,3,0.406
2025-09-24,adwords,20,0.578
2025-09-24,google-ads,25,0.529
2025-09-24,affiliate / partner,11,0.7
2025-09-24,affiliate / partner,5,0.64
2025-09-25,google / organic,8,0.463
2025-09-25,google / cpc,21,0.446
2025-09-25,googleads,16,0.468
2025-09-25,google-ads,19,0.433
2025-09-25,klaviyo,18,0.445
2025-09-25,affiliate / partner,9,0.729
2025-09-25,partner-network,5,0.667
2025-09-25,meta / social,63,0.672
2025-09-26,organic,20,0.453
2025-09-26,AFFILIATE,4,0.682
2025-09-26,email-campaign,3,0.489
2025-09-26,FB,19,0.568
2025-09-26,FB,30,0.541
2025-09-26,fb_paid,27,0.542
2025-09-26,google-ads,45,0.486
2025-09-26,Email,6,0.405
2025-09-26,partner-network,5,0.682
2025-09-26,AFFILIATE,4,0.675
2025-09-26,Email,7,0.404
2025-09-26,adwords,40,0.552
2025-09-27,klaviyo,11,0.378
2025-09-27,aff,7,0.636
2025-09-27,google-ads,78,0.505
2025-09-27,klaviyo,10,0.377
2025-09-27,affiliate / partner,10,0.72
2025-09-27,organic,9,0.398
2025-09-27,meta / social,59,0.548
2025-09-27,seo,5,0.26
2025-09-28,(organic),8,0.411
2025-09-28,FB,20,0.615
2025-09-28,klaviyo,18,0.403
2025-09-28,facebook / paid,26,0.614
2025-09-28,googleads,107,0.603
2025-09-28,affiliate / partner,20,0.677
2025-09-28,organic,2,0.382
2025-09-28,facebook / paid,30,0.528
2025-09-29,google / organic,4,0.415
2025-09-29,google / cpc,36,0.507
2025-09-29,adwords,29,0.462
2025-09-29,klaviyo,8,0.407
2025-09-29,seo,5,0.36
2025-09-29,google / cpc,28,0.556
2025-09-29,fb_paid,54,0.63
2025-09-29,klaviyo,5,0.408
2025-09-29,google / organic,2,0.413
2025-09-29,affiliate / partner,18,0.633
2025-09-30,facebook / paid,33,0.544
2025-09-30,meta / social,29,0.639
2025-09-30,google / cpc,66,0.433
2025-09-30,partner-network,15,0.736
2025-09-30,fb_paid,36,0.562
2025-09-30,google / organic,12,0.423
2025-09-30,email-campaign,10,0.378
2025-10-01,klaviyo,3,0.433
2025-10-01,email-campaign,6,0.421
2025-10-01,seo,5,0.397
2025-10-01,facebook / paid,76,0.58
2025-10-01,organic,6,0.395
2025-10-01,seo,3,0.434
2025-10-01,aff,3,0.684
2025-10-01,affiliate / partner,3,0.531
2025-10-01,affiliate / partner,5,0.596
2025-10-01,googleads,85,0.562
2025-10-01,email-campaign,2,0.499
2025-10-02,email / newsletter,4,0.515
2025-10-02,google / organic,16,0.421
2025-10-02,AFFILIATE,9,0.646
2025-10-02,google-ads,57,0.427
2025-10-02,FB,55,0.618
2025-10-02,klaviyo,10,0.408
2025-10-02,aff,7,0.62
2025-10-02,AFFILIATE,3,0.54
2025-10-03,aff,12,0.69
2025-10-03,email / newsletter,12,0.476
2025-10-03,partner-network,9,0.663
2025-10-03,FB,39,0.545
2025-10-03,google / organic,13,0.415
2025-10-03,meta / social,31,0.565
2025-10-03,google-ads,28,0.439
2025-10-03,google-ads,29,0.47
2025-10-03,klaviyo,10,0.338
2025-10-04,google-ads,20,0.443
2025-10-04,Email,6,0.46
2025-10-04,affiliate / partner,3,0.678
2025-10-04,Email,7,0.481
2025-10-04,seo,16,0.405
2025-10-04,partner-network,9,0.678
2025-10-04,adwords,24,0.526
2025-10-04,meta / social,60,0.73
2025-10-05,facebook / paid,72,0.576
2025-10-05,google-ads,29,0.541
2025-10-05,aff,22,0.75
2025-10-05,google-ads,39,0.441
2025-10-05,email / newsletter,16,0.434
2025-10-05,organic,19,0.441
2025-10-06,Email,9,0.416
2025-10-06,aff,4,0.602
2025-10-06,organic,14,0.411
2025-10-06,fb_paid,66,0.718
2025-10-06,affiliate / partner,15,0.597
2025-10-06,google / cpc,76,0.437
2025-10-06,email-campaign,9,0.479
2025-10-07,partner-network,14,0.653
2025-10-07,google / cpc,96,0.513
2025-10-07,email / newsletter,4,0.433
2025-10-07,(organic),8,0.373
2025-10-07,klaviyo,5,0.433
2025-10-07,seo,7,0.433
2025-10-07,FB,36,0.594
2025-10-07,email / newsletter,2,0.485
2025-10-07,meta / social,29,0.594
2025-10-08,FB,77,0.622
2025-10-08,Email,5,0.346
2025-10-08,Email,7,0.46
2025-10-08,adwords,81,0.436
2025-10-08,organic,7,0.356
2025-10-08,organic,8,0.349
2025-10-08,partner-network,17,0.662
2025-10-09,organic,8,0.393
2025-10-09,google-ads,27,0.466
2025-10-09,Email,7,0.505
2025-10-09,google / organic,2,0.427
2025-10-09,meta / social,62,0.643
2025-10-09,google / cpc,36,0.532
2025-10-09,affiliate / partner,39,0.55
2025-10-10,email / newsletter,5,0.484
2025-10-10,facebook / paid,36,0.529
2025-10-10,affiliate / partner,7,0.666
2025-10-10,AFFILIATE,7,0.654
2025-10-10,email-campaign,4,0.481
2025-10-10,(organic),1,0.317
2025-10-10,seo,11,0.457
2025-10-10,klaviyo,3,0.407
2025-10-10,google-ads,54,0.43
2025-10-10,organic,6,0.393
2025-10-11,klaviyo,2,0.42
2025-10-11,organic,5,0.472
2025-10-11,facebook / paid,64,0.677
2025-10-11,google-ads,39,0.515
2025-10-11,affiliate / partner,4,0.555
2025-10-11,seo,3,0.405
2025-10-11,klaviyo,2,0.436
2025-10-11,partner-network,3,0.702
2025-10-11,partner-network,6,0.564
2025-10-11,adwords,30,0.483
2025-10-12,Email,9,0.361
2025-10-12,meta / social,33,0.537
2025-10-12,google-ads,20,0.419
2025-10-12,email-campaign,5,0.45
2025-10-12,google / organic,6,0.36
2025-10-12,fb_paid,22,0.471
2025-10-12,affiliate / partner,10,0.639
2025-10-12,seo,9,0.448
2025-10-12,google / cpc,34,0.359
2025-10-13,fb_paid,33,0.583
2025-10-13,adwords,27,0.431
2025-10-13,organic,7,0.44
2025-10-13,email-campaign,4,0.414
2025-10-13,partner-network,9,0.803
2025-10-13,google-ads,40,0.392
2025-10-13,google / organic,10,0.455
2025-10-13,FB,33,0.584
2025-10-13,adwords,38,0.499
2025-10-13,affiliate / partner,14,0.567
2025-10-13,Email,8,0.346
2025-10-14,google / cpc,38,0.517
2025-10-14,google / organic,9,0.508
2025-10-14,googleads,36,0.511
2025-10-14,seo,6,0.524
2025-10-14,aff,12,0.558
2025-10-14,meta / social,81,0.523
2025-10-14,email-campaign,14,0.38
2025-10-14,AFFILIATE,10,0.633
2025-10-15,aff,7,0.584
2025-10-15,organic,16,0.363
2025-10-15,email / newsletter,8,0.462
2025-10-15,AFFILIATE,8,0.538
2025-10-15,organic,6,0.456
2025-10-15,facebook / paid,33,0.613
2025-10-15,googleads,68,0.473
2025-10-15,email / newsletter,8,0.38
2025-10-15,facebook / paid,46,0.514
2025-10-16,Email,6,0.42
2025-10-16,googleads,59,0.595
2025-10-16,aff,14,0.61
2025-10-16,facebook / paid,80,0.56
2025-10-16,(organic),16,0.463
2025-10-16,email / newsletter,14,0.491
2025-10-17,klaviyo,5,0.405
2025-10-17,facebook / paid,27,0.651
2025-10-17,google / organic,7,0.373
2025-10-17,google / cpc,49,0.406
2025-10-17,email / newsletter,8,0.382
2025-10-17,google / organic,8,0.444
2025-10-17,meta / social,25,0.598
2025-10-17,partner-network,24,0.605
2025-10-17,google / organic,8,0.418
2025-10-18,seo,2,0.41
2025-10-18,organic,8,0.445
2025-10-18,AFFILIATE,8,0.617
2025-10-18,affiliate / partner,3,0.575
2025-10-18,meta / social,30,0.584
2025-10-18,googleads,62,0.465
2025-10-18,affiliate / partner,4,0.57
2025-10-18,email-campaign,6,0.42
2025-10-18,fb_paid,16,0.54
2025-10-18,seo,3,0.398
2025-10-19,email-campaign,4,0.334
2025-10-19,seo,7,0.397
2025-10-19,klaviyo,5,0.444
2025-10-19,FB,22,0.616
2025-10-19,affiliate / partner,12,0.657
2025-10-19,FB,35,0.533
2025-10-19,google / cpc,98,0.484
2025-10-19,organic,10,0.348
2025-10-20,google-ads,39,0.452
2025-10-20,google-ads,37,0.474
2025-10-20,organic,5,0.35
2025-10-20,google / organic,6,0.363
2025-10-20,google / cpc,46,0.429
2025-10-20,AFFILIATE,7,0.667
2025-10-20,affiliate / partner,4,0.678
2025-10-20,facebook / paid,62,0.529
2025-10-20,AFFILIATE,4,0.644
2025-10-20,Email,8,0.472
2025-10-21,fb_paid,37,0.674
2025-10-21,google-ads,110,0.397
2025-10-21,(organic),13,0.439
2025-10-21,email / newsletter,9,0.557
2025-10-21,aff,16,0.63
2025-10-21,fb_paid,26,0.631
2025-10-22,fb_paid,26,0.685
2025-10-22,adwords,27,0.386
2025-10-22,partner-network,6,0.657
2025-10-22,adwords,27,0.495
2025-10-22,meta / social,32,0.586
2025-10-22,affiliate / partner,7,0.675
2025-10-22,email / newsletter,8,0.451
2025-10-22,email-campaign,10,0.544
2025-10-22,fb_paid,26,0.555
2025-10-22,google / organic,7,0.335
2025-10-22,(organic),10,0.509
2025-10-23,meta / social,26,0.538
2025-10-23,googleads,81,0.458
2025-10-23,(organic),11,0.397
2025-10-23,meta / social,29,0.519
2025-10-23,aff,18,0.607
2025-10-23,seo,12,0.44
2025-10-23,email / newsletter,11,0.47
2025-10-23,AFFILIATE,10,0.611
2025-10-24,organic,8,0.465
2025-10-24,google / cpc,32,0.49
2025-10-24,Email,20,0.422
2025-10-24,partner-network,12,0.608
2025-10-24,facebook / paid,37,0.632
2025-10-24,fb_paid,41,0.515
2025-10-24,(organic),5,0.404
2025-10-24,googleads,27,0.455
2025-10-24,aff,11,0.678
2025-10-25,meta / social,36,0.601
2025-10-25,meta / social,24,0.578
2025-10-25,google / cpc,28,0.495
2025-10-25,email / newsletter,2,0.46
2025-10-25,(organic),3,0.295
2025-10-25,email / newsletter,7,0.37
2025-10-25,seo,6,0.458
2025-10-25,google-ads,32,0.444
2025-10-25,affiliate / partner,5,0.641
2025-10-25,aff,6,0.663
2025-10-26,googleads,38,0.536
2025-10-26,googleads,40,0.368
2025-10-26,facebook / paid,102,0.512
2025-10-26,affiliate / partner,9,0.656
2025-10-26,Email,14,0.381
2025-10-26,seo,13,0.478
2025-10-26,affiliate / partner,10,0.585
2025-10-27,partner-network,3,0.635
2025-10-27,google / cpc,19,0.5
2025-10-27,aff,6,0.611
2025-10-27,klaviyo,7,0.4
2025-10-27,partner-network,10,0.611
2025-10-27,organic,11,0.402
2025-10-27,FB,33,0.57
2025-10-27,google / cpc,20,0.512
2025-10-27,meta / social,36,0.614
2025-10-27,google-ads,14,0.482
2025-10-27,email / newsletter,7,0.4
2025-10-28,partner-network,7,0.652
2025-10-28,meta / social,49,0.51
2025-10-28,Email,5,0.469
2025-10-28,adwords,46,0.4
2025-10-28,partner-network,10,0.612
2025-10-28,google / organic,9,0.418
2025-10-28,google / cpc,49,0.512
2025-10-28,email / newsletter,3,0.491
2025-10-28,klaviyo,4,0.42
2025-10-28,organic,5,0.44
2025-10-28,facebook / paid,53,0.519
2025-10-29,email-campaign,17,0.39
2025-10-29,FB,22,0.619
2025-10-29,(organic),6,0.353
2025-10-29,facebook / paid,24,0.441
2025-10-29,adwords,33,0.456
2025-10-29,AFFILIATE,6,0.67
2025-10-29,partner-network,8,0.592
2025-10-29,google / cpc,26,0.371
2025-10-29,aff,7,0.535
2025-10-29,adwords,26,0.335
2025-10-29,(organic),9,0.319
2025-10-29,facebook / paid,32,0.578
2025-10-30,fb_paid,26,0.565
2025-10-30,aff,21,0.596
2025-10-30,google / organic,9,0.484
2025-10-30,Email,13,0.444
2025-10-30,google-ads,73,0.502
2025-10-30,google / organic,5,0.342
2025-10-30,FB,28,0.594
2025-10-31,Email,6,0.463
2025-10-31,meta / social,45,0.505
2025-10-31,(organic),15,0.447
2025-10-31,AFFILIATE,17,0.739
2025-10-31,googleads,44,0.497
2025-10-31,klaviyo,5,0.5
2025-10-31,google / cpc,53,0.436
2025-11-01,email-campaign,12,0.345
2025-11-01,meta / social,77,0.49
2025-11-01,google-ads,40,0.372
2025-11-01,affiliate / partner,14,0.665
2025-11-01,googleads,40,0.473
2025-11-01,partner-network,11,0.582
2025-11-01,email-campaign,11,0.515
2025-11-01,organic,19,0.383
2025-11-02,klaviyo,18,0.509
2025-11-02,seo,6,0.469
2025-11-02,fb_paid,82,0.545
2025-11-02,(organic),5,0.383
2025-11-02,adwords,66,0.391
2025-11-02,partner-network,18,0.642
2025-11-02,googleads,40,0.45
2025-11-03,Email,9,0.44
2025-11-03,aff,18,0.576
2025-11-03,FB,48,0.545
2025-11-03,organic,27,0.485
2025-11-03,google / cpc,44,0.515
2025-11-03,googleads,68,0.485
2025-11-03,meta / social,50,0.533
2025-11-03,email-campaign,10,0.394
2025-11-03,email-campaign,5,0.431
2025-11-03,partner-network,9,0.589
2025-11-04,google-ads,61,0.439
2025-11-04,googleads,66,0.429
2025-11-04,aff,24,0.57
2025-11-04,facebook / paid,88,0.608
2025-11-04,(organic),4,0.373
2025-11-04,(organic),7,0.351
2025-11-04,klaviyo,21,0.393
2025-11-05,seo,13,0.409
2025-11-05,email / newsletter,6,0.436
2025-11-05,adwords,42,0.534
2025-11-05,affiliate / partner,26,0.588
2025-11-05,facebook / paid,70,0.643
2025-11-05,google-ads,42,0.447
2025-11-05,google / cpc,41,0.423
2025-11-05,email / newsletter,6,0.434
2025-11-05,Email,7,0.341
2025-11-06,(organic),5,0.46
2025-11-06,klaviyo,2,0.432
2025-11-06,meta / social,54,0.583
2025-11-06,google / cpc,47,0.469
2025-11-06,AFFILIATE,11,0.583
2025-11-06,Email,2,0.402
2025-11-06,email-campaign,4,0.413
2025-11-06,facebook / paid,53,0.541
2025-11-06,google / organic,11,0.415
2025-11-06,google-ads,44,0.389
2025-11-06,organic,6,0.36
2025-11-06,AFFILIATE,14,0.582
2025-11-07,FB,27,0.528
2025-11-07,aff,11,0.71
2025-11-07,email-campaign,8,0.465
2025-11-07,partner-network,10,0.662
2025-11-07,google-ads,98,0.414
2025-11-07,FB,27,0.633
2025-11-07,seo,11,0.466
2025-11-07,email-campaign,14,0.411
2025-11-07,google / organic,10,0.423
2025-11-08,email / newsletter,9,0.522
2025-11-08,FB,56,0.562
2025-11-08,email / newsletter,16,0.471
2025-11-08,google / cpc,13,0.482
2025-11-08,adwords,18,0.473
2025-11-08,facebook / paid,59,0.584
2025-11-08,google / organic,12,0.434
2025-11-08,aff,16,0.595
2025-11-08,google-ads,11,0.504
2025-11-09,google / cpc,105,0.501
2025-11-09,FB,56,0.507
2025-11-09,partner-network,32,0.574
2025-11-09,email / newsletter,5,0.528
2025-11-09,meta / social,56,0.599
2025-11-09,organic,18,0.382
2025-11-09,email / newsletter,9,0.373
2025-11-10,google / cpc,62,0.468
2025-11-10,google / organic,10,0.381
2025-11-10,partner-network,6,0.613
2025-11-10,AFFILIATE,8,0.584
2025-11-10,aff,6,0.566
2025-11-10,organic,8,0.47
2025-11-10,adwords,56,0.451
2025-11-10,klaviyo,11,0.471
2025-11-10,meta / social,38,0.537
2025-11-10,fb_paid,48,0.507
2025-11-10,Email,9,0.363
2025-11-11,partner-network,10,0.62
2025-11-11,email / newsletter,6,0.533
2025-11-11,seo,6,0.429
2025-11-11,fb_paid,29,0.578
2025-11-11,affiliate / partner,6,0.573
2025-11-11,google / organic,7,0.383
2025-11-11,google / cpc,49,0.457
2025-11-11,facebook / paid,52,0.665
2025-11-11,Email,11,0.517
2025-11-11,affiliate / partner,12,0.647
2025-11-11,organic,8,0.431
2025-11-11,facebook / paid,53,0.582
2025-11-11,email-campaign,9,0.371
2025-11-11,adwords,49,0.38
2025-11-12,affiliate / partner,20,0.594
2025-11-12,fb_paid,53,0.602
2025-11-12,organic,12,0.383
2025-11-12,google / cpc,35,0.409
2025-11-12,FB,62,0.548
2025-11-12,google / organic,10,0.402
2025-11-12,adwords,36,0.46
2025-11-12,email / newsletter,32,0.474
2025-11-13,seo,7,0.426
2025-11-13,googleads,66,0.577
2025-11-13,facebook / paid,39,0.627
2025-11-13,(organic),12,0.524
2025-11-13,klaviyo,6,0.404
2025-11-13,google-ads,48,0.384
2025-11-13,email / newsletter,4,0.457
2025-11-13,affiliate / partner,15,0.627
2025-11-13,Email,3,0.37
2025-11-13,google / organic,8,0.378
2025-11-13,meta / social,58,0.515
2025-11-13,affiliate / partner,15,0.548
2025-11-14,fb_paid,40,0.511
2025-11-14,google / cpc,33,0.482
2025-11-14,googleads,33,0.464
2025-11-14,partner-network,13,0.58
2025-11-14,fb_paid,49,0.508
2025-11-14,googleads,29,0.472
2025-11-14,AFFILIATE,10,0.697
2025-11-14,(organic),18,0.409
2025-11-14,klaviyo,7,0.496
2025-11-14,klaviyo,6,0.35
2025-11-15,klaviyo,4,0.406
2025-11-15,google / cpc,27,0.452
2025-11-15,adwords,35,0.397
2025-11-15,seo,12,0.448
2025-11-15,adwords,37,0.532
2025-11-15,affiliate / partner,25,0.668
2025-11-15,klaviyo,7,0.428
2025-11-15,organic,3,0.54
2025-11-15,meta / social,69,0.503
2025-11-15,email / newsletter,-6,0.497
2025-11-16,adwords,57,0.451
2025-11-16,google / organic,11,0.445
2025-11-16,facebook / paid,36,0.502
2025-11-16,googleads,53,0.484
2025-11-16,meta / social,40,0.519
2025-11-16,partner-network,4,0.56
2025-11-16,Email,7,0.46
2025-11-16,FB,38,0.634
2025-11-16,partner-network,14,0.695
2025-11-16,email / newsletter,14,0.419
2025-11-17,aff,19,0.694
2025-11-17,googleads,156,0.412
2025-11-17,(organic),10,0.414
2025-11-17,organic,13,0.448
2025-11-17,facebook / paid,32,0.646
2025-11-17,partner-network,16,0.619
2025-11-17,facebook / paid,36,0.513
2025-11-17,FB,34,0.615
2025-11-17,klaviyo,18,0.411
2025-11-18,google / organic,21,0.39
2025-11-18,aff,27,0.645
2025-11-18,fb_paid,48,0.605
2025-11-18,google-ads,36,0.629
2025-11-18,email-campaign,11,0.393
2025-11-18,google / cpc,42,0.555
2025-11-18,Email,18,0.506
2025-11-18,FB,42,0.548
2025-11-19,google / organic,6,0.386
2025-11-19,facebook / paid,48,0.603
2025-11-19,facebook / paid,50,0.595
2025-11-19,AFFILIATE,11,0.687
2025-11-19,affiliate / partner,8,0.63
2025-11-19,google / organic,7,0.345
2025-11-19,email-campaign,11,0.526
2025-11-19,email / newsletter,12,0.46
2025-11-19,googleads,100,0.423
2025-11-20,fb_paid,29,0.676
2025-11-20,facebook / paid,35,0.521
2025-11-20,organic,36,0.342
2025-11-20,google-ads,63,0.407
2025-11-20,fb_paid,30,0.561
2025-11-20,Email,20,0.405
2025-11-20,partner-network,30,0.704
2025-11-21,googleads,35,0.518
2025-11-21,google-ads,36,0.496
2025-11-21,meta / social,40,0.42
2025-11-21,email / newsletter,9,0.493
2025-11-21,partner-network,22,0.591
2025-11-21,google / organic,6,0.419
2025-11-21,google-ads,28,0.491
2025-11-21,organic,5,0.415
2025-11-21,meta / social,45,0.646
2025-11-21,Email,13,0.491
2025-11-22,(organic),6,0.383
2025-11-22,email / newsletter,18,0.444
2025-11-22,partner-network,7,0.703
2025-11-22,facebook / paid,78,0.535
2025-11-22,AFFILIATE,10,0.63
2025-11-22,adwords,98,0.369
2025-11-22,google / organic,11,0.516
2025-11-23,FB,39,0.518
2025-11-23,seo,5,0.39
2025-11-23,google-ads,66,0.429
2025-11-23,klaviyo,5,0.468
2025-11-23,klaviyo,2,0.508
2025-11-23,fb_paid,35,0.503
2025-11-23,googleads,67,0.44
2025-11-23,klaviyo,6,0.397
2025-11-23,aff,31,0.678
2025-11-23,organic,1,0.292
2025-11-23,google / organic,5,0.425
2025-11-24,organic,9,0.544
2025-11-24,AFFILIATE,8,0.645
2025-11-24,facebook / paid,31,0.56
2025-11-24,google-ads,157,0.375
2025-11-24,aff,9,0.68
2025-11-24,facebook / paid,22,0.559
2025-11-24,fb_paid,26,0.534
2025-11-24,Email,10,0.392
2025-11-24,klaviyo,11,0.431
2025-11-24,partner-network,4,0.538
2025-11-25,google / cpc,56,0.343
2025-11-25,(organic),7,0.302
2025-11-25,(organic),9,0.45
2025-11-25,AFFILIATE,5,0.628
2025-11-25,facebook / paid,66,0.61
2025-11-25,google-ads,44,0.485
2025-11-25,affiliate / partner,12,0.646
2025-11-25,organic,10,0.326
2025-11-25,email / newsletter,9,0.465
2025-11-25,email / newsletter,9,0.558
2025-11-25,partner-network,10,0.625
2025-11-25,email-campaign,10,0.611
2025-11-26,(organic),7,0.399
2025-11-26,google / cpc,31,0.489
2025-11-26,aff,15,0.713
2025-11-26,email-campaign,10,0.454
2025-11-26,googleads,38,0.435
2025-11-26,meta / social,39,0.624
2025-11-26,facebook / paid,45,0.549
2025-11-26,email-campaign,17,0.386
2025-11-26,google / cpc,33,0.511
2025-11-26,seo,7,0.487
2025-11-26,aff,15,0.59
2025-11-27,adwords,97,0.604
2025-11-27,affiliate / partner,10,0.578
2025-11-27,(organic),10,0.419
2025-11-27,google / organic,8,0.423
2025-11-27,Email,17,0.413
2025-11-27,FB,94,0.568
2025-11-27,partner-network,15,0.709
2025-11-28,seo,7,0.338
2025-11-28,google / organic,4,0.449
2025-11-28,adwords,31,0.449
2025-11-28,FB,21,0.609
2025-11-28,meta / social,27,0.616
2025-11-28,AFFILIATE,3,0.599
2025-11-28,email-campaign,19,0.352
2025-11-28,facebook / paid,20,0.603
2025-11-28,affiliate / partner,7,0.577
2025-11-28,googleads,15,0.416
2025-11-28,google-ads,21,0.513
2025-11-28,seo,5,0.435
2025-11-28,email-campaign,22,0.563
2025-11-29,organic,15,0.461
2025-11-29,meta / social,61,0.463
2025-11-29,googleads,50,0.487
2025-11-29,partner-network,8,0.602
2025-11-29,email / newsletter,17,0.515
2025-11-29,partner-network,13,0.602
2025-11-29,google-ads,48,0.405
2025-11-30,FB,60,0.6
2025-11-30,organic,9,0.334
2025-11-30,google / cpc,60,0.483
2025-11-30,FB,74,0.601
2025-11-30,Email,19,0.471
2025-11-30,affiliate / partner,11,0.539
2025-11-30,seo,11,0.335
2025-11-30,aff,18,0.638
2025-11-30,google / cpc,49,0.467
2025-12-01,google / cpc,132,0.499
2025-12-01,(organic),1,0.45
2025-12-01,(organic),1,0.406
2025-12-01,email / newsletter,3,0.538
2025-12-01,affiliate / partner,20,0.681
2025-12-01,email / newsletter,3,0.423
2025-12-01,klaviyo,3,0.365
2025-12-01,facebook / paid,52,0.551
2025-12-01,fb_paid,56,0.533
2025-12-01,(organic),3,0.388
2025-12-02,FB,37,0.52
2025-12-02,(organic),12,0.32
2025-12-02,FB,40,0.588
2025-12-02,email-campaign,3,0.492
2025-12-02,AFFILIATE,20,0.548
2025-12-02,google / cpc,50,0.487
2025-12-02,organic,4,0.344
2025-12-02,google / cpc,65,0.503
2025-12-02,Email,8,0.422
2025-12-03,google / cpc,68,0.496
2025-12-03,facebook / paid,48,0.525
2025-12-03,aff,10,0.601
2025-12-03,Email,14,0.546
2025-12-03,fb_paid,32,0.59
2025-12-03,seo,7,0.455
2025-12-03,aff,13,0.643
2025-12-03,google / cpc,77,0.44
2025-12-04,AFFILIATE,27,0.661
2025-12-04,googleads,101,0.396
2025-12-04,email-campaign,2,0.362
2025-12-04,Email,7,0.405
2025-12-04,organic,21,0.503
2025-12-04,meta / social,23,0.676
2025-12-04,facebook / paid,26,0.614
2025-12-05,googleads,41,0.426
2025-12-05,aff,24,0.627
2025-12-05,organic,3,0.459
2025-12-05,klaviyo,6,0.489
2025-12-05,adwords,46,0.462
2025-12-05,email-campaign,4,0.42
2025-12-05,(organic),6,0.343
2025-12-05,FB,66,0.532
2025-12-06,google / organic,10,0.42
