session_date,month,channel,sessions,bounce_rate
2025-07-20,2025-07,Google Ads,57,0.492
2025-07-21,2025-07,Google Ads,96,0.537
2025-07-21,2025-07,Meta,34,0.547
2025-07-21,2025-07,Meta,31,0.49
2025-07-21,2025-07,Organic,10,0.48
2025-07-21,2025-07,Affiliate,21,0.68
2025-07-21,2025-07,Email,17,0.455
2025-07-22,2025-07,Organic,2,0.554
2025-07-22,2025-07,Organic,6,0.388
2025-07-22,2025-07,Google Ads,84,0.576
2025-07-22,2025-07,Affiliate,21,0.687
2025-07-22,2025-07,Meta,28,0.575
2025-07-22,2025-07,Email,17,0.459
2025-07-22,2025-07,Meta,17,0.549
2025-07-23,2025-07,Organic,11,0.498
2025-07-23,2025-07,Meta,56,0.607
2025-07-23,2025-07,Email,4,0.471
2025-07-23,2025-07,Email,9,0.46
2025-07-23,2025-07,Affiliate,13,0.685
2025-07-23,2025-07,Google Ads,112,0.476
2025-07-24,2025-07,Affiliate,16,0.623
2025-07-24,2025-07,Email,11,0.398
2025-07-24,2025-07,Organic,10,0.422
2025-07-24,2025-07,Organic,9,0.507
2025-07-24,2025-07,Google Ads,101,0.529
2025-07-24,2025-07,Meta,77,0.587
2025-07-25,2025-07,Email,2,0.442
2025-07-25,2025-07,Meta,20,0.51
2025-07-25,2025-07,Meta,15,0.567
2025-07-25,2025-07,Google Ads,43,0.488
2025-07-25,2025-07,Affiliate,6,0.576
2025-07-25,2025-07,Google Ads,42,0.546
2025-07-25,2025-07,Affiliate,10,0.676
2025-07-25,2025-07,Organic,15,0.417
2025-07-26,2025-07,Meta,55,0.521
2025-07-26,2025-07,Google Ads,28,0.461
2025-07-26,2025-07,Affiliate,6,0.583
2025-07-26,2025-07,Organic,10,0.349
2025-07-26,2025-07,Email,6,0.451
2025-07-26,2025-07,Affiliate,5,0.621
2025-07-26,2025-07,Email,4,0.443
2025-07-26,2025-07,Google Ads,26,0.493
2025-07-26,2025-07,Organic,6,0.284
2025-07-27,2025-07,Organic,4,0.355
2025-07-27,2025-07,Organic,1,0.317
2025-07-27,2025-07,Email,5,0.581
2025-07-27,2025-07,Affiliate,10,0.743
2025-07-27,2025-07,Google Ads,96,0.401
2025-07-27,2025-07,Affiliate,10,0.592
2025-07-27,2025-07,Email,4,0.395
2025-07-27,2025-07,Meta,58,0.506
2025-07-28,2025-07,Organic,6,0.419
2025-07-28,2025-07,Affiliate,9,0.6
2025-07-28,2025-07,Google Ads,44,0.508
2025-07-28,2025-07,Meta,27,0.516
2025-07-28,2025-07,Email,5,0.395
2025-07-28,2025-07,Email,2,0.518
2025-07-28,2025-07,Email,6,0.331
2025-07-28,2025-07,Affiliate,3,0.677
2025-07-28,2025-07,Google Ads,46,0.463
2025-07-28,2025-07,Meta,23,0.542
2025-07-28,2025-07,Organic,5,0.388
2025-07-28,2025-07,Organic,2,0.368
2025-07-29,2025-07,Email,4,0.412
2025-07-29,2025-07,Affiliate,17,0.67
2025-07-29,2025-07,Email,4,0.321
2025-07-29,2025-07,Organic,4,0.417
2025-07-29,2025-07,Google Ads,36,0.499
2025-07-29,2025-07,Google Ads,32,0.559
2025-07-29,2025-07,Meta,53,0.479
2025-07-29,2025-07,Affiliate,15,0.595
2025-07-30,2025-07,Organic,1,0.451
2025-07-30,2025-07,Affiliate,13,0.644
2025-07-30,2025-07,Google Ads,56,0.452
2025-07-30,2025-07,Email,17,0.389
2025-07-30,2025-07,Organic,2,0.395
2025-07-30,2025-07,Meta,63,0.52
2025-07-31,2025-07,Organic,7,0.508
2025-07-31,2025-07,Google Ads,69,0.448
2025-07-31,2025-07,Affiliate,9,0.694
2025-07-31,2025-07,Email,9,0.368
2025-07-31,2025-07,Email,7,0.481
2025-07-31,2025-07,Meta,58,0.438
2025-07-31,2025-07,Organic,8,0.382
2025-08-01,2025-08,Organic,5,0.439
2025-08-01,2025-08,Google Ads,90,0.479
2025-08-01,2025-08,Meta,23,0.646
2025-08-01,2025-08,Affiliate,6,0.6
2025-08-01,2025-08,Organic,3,0.465
2025-08-01,2025-08,Affiliate,7,0.764
2025-08-01,2025-08,Organic,2,0.447
2025-08-01,2025-08,Affiliate,6,0.551
2025-08-01,2025-08,Meta,29,0.665
2025-08-01,2025-08,Email,8,0.412
2025-08-02,2025-08,Affiliate,2,0.555
2025-08-02,2025-08,Meta,52,0.649
2025-08-02,2025-08,Email,6,0.447
2025-08-02,2025-08,Affiliate,2,0.651
2025-08-02,2025-08,Email,2,0.486
2025-08-02,2025-08,Organic,4,0.408
2025-08-02,2025-08,Affiliate,4,0.735
2025-08-02,2025-08,Organic,1,0.463
2025-08-02,2025-08,Google Ads,59,0.534
2025-08-03,2025-08,Email,4,0.44
2025-08-03,2025-08,Meta,21,0.621
2025-08-03,2025-08,Meta,18,0.711
2025-08-03,2025-08,Google Ads,60,0.432
2025-08-03,2025-08,Google Ads,58,0.45
2025-08-03,2025-08,Affiliate,8,0.681
2025-08-03,2025-08,Meta,14,0.574
2025-08-03,2025-08,Organic,8,0.36
2025-08-03,2025-08,Email,2,0.476
2025-08-03,2025-08,Affiliate,11,0.652
2025-08-03,2025-08,Organic,8,0.406
2025-08-04,2025-08,Organic,6,0.378
2025-08-04,2025-08,Affiliate,9,0.516
2025-08-04,2025-08,Email,15,0.473
2025-08-04,2025-08,Meta,28,0.562
2025-08-04,2025-08,Google Ads,37,0.422
2025-08-04,2025-08,Affiliate,18,0.643
2025-08-04,2025-08,Google Ads,26,0.425
2025-08-04,2025-08,Organic,5,0.293
2025-08-04,2025-08,Meta,29,0.591
2025-08-05,2025-08,Organic,15,0.332
2025-08-05,2025-08,Google Ads,44,0.344
2025-08-05,2025-08,Meta,13,0.553
2025-08-05,2025-08,Meta,19,0.621
2025-08-05,2025-08,Meta,17,0.445
2025-08-05,2025-08,Email,3,0.471
2025-08-05,2025-08,Google Ads,32,0.474
2025-08-05,2025-08,Affiliate,21,0.551
2025-08-05,2025-08,Email,5,0.472
2025-08-06,2025-08,Affiliate,7,0.568
2025-08-06,2025-08,Organic,4,0.485
2025-08-06,2025-08,Affiliate,9,0.644
2025-08-06,2025-08,Meta,49,0.52
2025-08-06,2025-08,Email,4,0.542
2025-08-06,2025-08,Google Ads,29,0.42
2025-08-06,2025-08,Organic,4,0.313
2025-08-06,2025-08,Email,4,0.469
2025-08-06,2025-08,Email,7,0.451
2025-08-06,2025-08,Google Ads,24,0.597
2025-08-07,2025-08,Email,4,0.482
2025-08-07,2025-08,Organic,13,0.314
2025-08-07,2025-08,Google Ads,28,0.529
2025-08-07,2025-08,Affiliate,21,0.624
2025-08-07,2025-08,Affiliate,8,0.62
2025-08-07,2025-08,Email,9,0.351
2025-08-07,2025-08,Google Ads,36,0.423
2025-08-07,2025-08,Meta,45,0.507
2025-08-08,2025-08,Google Ads,52,0.516
2025-08-08,2025-08,Email,4,0.474
2025-08-08,2025-08,Meta,31,0.658
2025-08-08,2025-08,Affiliate,19,0.678
2025-08-08,2025-08,Organic,8,0.375
2025-08-08,2025-08,Meta,30,0.514
2025-08-08,2025-08,Email,6,0.459
2025-08-08,2025-08,Affiliate,14,0.614
2025-08-09,2025-08,Email,4,0.477
2025-08-09,2025-08,Organic,6,0.441
2025-08-09,2025-08,Organic,4,0.47
2025-08-09,2025-08,Google Ads,37,0.503
2025-08-09,2025-08,Google Ads,28,0.406
2025-08-09,2025-08,Affiliate,7,0.731
2025-08-09,2025-08,Meta,19,0.619
2025-08-09,2025-08,Affiliate,16,0.651
2025-08-09,2025-08,Affiliate,7,0.619
2025-08-09,2025-08,Meta,26,0.578
2025-08-10,2025-08,Meta,22,0.502
2025-08-10,2025-08,Email,3,0.429
2025-08-10,2025-08,Meta,14,0.553
2025-08-10,2025-08,Organic,7,0.456
2025-08-10,2025-08,Affiliate,11,0.604
2025-08-10,2025-08,Affiliate,9,0.539
2025-08-10,2025-08,Google Ads,58,0.533
2025-08-10,2025-08,Email,7,0.388
2025-08-10,2025-08,Organic,4,0.439
2025-08-10,2025-08,Affiliate,9,0.648
2025-08-10,2025-08,Meta,21,0.565
2025-08-10,2025-08,Organic,4,0.425
2025-08-11,2025-08,Google Ads,46,0.415
2025-08-11,2025-08,Meta,34,0.609
2025-08-11,2025-08,Email,3,0.427
2025-08-11,2025-08,Affiliate,28,0.64
2025-08-11,2025-08,Meta,27,0.565
2025-08-11,2025-08,Email,4,0.507
2025-08-11,2025-08,Organic,10,0.387
2025-08-11,2025-08,Google Ads,55,0.508
2025-08-11,2025-08,Organic,12,0.482
2025-08-12,2025-08,Organic,3,0.379
2025-08-12,2025-08,Meta,15,0.672
2025-08-12,2025-08,Affiliate,9,0.616
2025-08-12,2025-08,Meta,14,0.634
2025-08-12,2025-08,Affiliate,8,0.668
2025-08-12,2025-08,Email,9,0.465
2025-08-12,2025-08,Organic,3,0.492
2025-08-12,2025-08,Google Ads,80,0.407
2025-08-12,2025-08,Meta,14,0.587
2025-08-13,2025-08,Meta,34,0.64
2025-08-13,2025-08,Google Ads,27,0.511
2025-08-13,2025-08,Organic,6,0.513
2025-08-13,2025-08,Affiliate,26,0.548
2025-08-13,2025-08,Google Ads,30,0.44
2025-08-13,2025-08,Google Ads,29,0.465
2025-08-13,2025-08,Meta,18,0.542
2025-08-13,2025-08,Email,6,0.477
2025-08-13,2025-08,Organic,4,0.38
2025-08-13,2025-08,Email,2,0.309
2025-08-14,2025-08,Affiliate,8,0.613
2025-08-14,2025-08,Meta,23,0.546
2025-08-14,2025-08,Google Ads,19,0.487
2025-08-14,2025-08,Organic,7,0.392
2025-08-14,2025-08,Email,7,0.441
2025-08-14,2025-08,Meta,20,0.56
2025-08-14,2025-08,Google Ads,23,0.46
2025-08-14,2025-08,Affiliate,11,0.582
2025-08-14,2025-08,Organic,9,0.423
2025-08-14,2025-08,Google Ads,16,0.539
2025-08-15,2025-08,Google Ads,54,0.518
2025-08-15,2025-08,Affiliate,17,0.61
2025-08-15,2025-08,Organic,5,0.457
2025-08-15,2025-08,Meta,17,0.607
2025-08-15,2025-08,Meta,12,0.574
2025-08-15,2025-08,Meta,19,0.548
2025-08-15,2025-08,Email,9,0.456
2025-08-16,2025-08,Meta,18,0.478
2025-08-16,2025-08,Google Ads,24,0.491
2025-08-16,2025-08,Organic,4,0.376
2025-08-16,2025-08,Organic,6,0.384
2025-08-16,2025-08,Affiliate,11,0.536
2025-08-16,2025-08,Meta,16,0.583
2025-08-16,2025-08,Email,2,0.333
2025-08-16,2025-08,Email,4,0.277
2025-08-16,2025-08,Email,1,0.378
2025-08-16,2025-08,Meta,15,0.539
2025-08-16,2025-08,Google Ads,27,0.52
2025-08-16,2025-08,Affiliate,6,0.603
2025-08-17,2025-08,Meta,32,0.665
2025-08-17,2025-08,Organic,4,0.395
2025-08-17,2025-08,Email,7,0.329
2025-08-17,2025-08,Email,4,0.39
2025-08-17,2025-08,Meta,20,0.603
2025-08-17,2025-08,Email,4,0.43
2025-08-17,2025-08,Google Ads,85,0.459
2025-08-17,2025-08,Affiliate,20,0.547
2025-08-17,2025-08,Organic,8,0.414
2025-08-18,2025-08,Meta,21,0.561
2025-08-18,2025-08,Meta,27,0.485
2025-08-18,2025-08,Organic,8,0.297
2025-08-18,2025-08,Affiliate,12,0.606
2025-08-18,2025-08,Organic,7,0.382
2025-08-18,2025-08,Email,11,0.415
2025-08-18,2025-08,Email,7,0.563
2025-08-18,2025-08,Google Ads,25,0.489
2025-08-18,2025-08,Google Ads,33,0.482
2025-08-18,2025-08,Affiliate,15,0.626
2025-08-19,2025-08,Email,3,0.491
2025-08-19,2025-08,Meta,18,0.531
2025-08-19,2025-08,Email,3,0.523
2025-08-19,2025-08,Google Ads,18,0.416
2025-08-19,2025-08,Google Ads,17,0.565
2025-08-19,2025-08,Meta,25,0.575
2025-08-19,2025-08,Affiliate,18,0.619
2025-08-19,2025-08,Google Ads,15,0.53
2025-08-19,2025-08,Meta,20,0.662
2025-08-19,2025-08,Organic,1,0.36
2025-08-20,2025-08,Affiliate,14,0.639
2025-08-20,2025-08,Google Ads,41,0.498
2025-08-20,2025-08,Meta,55,0.576
2025-08-20,2025-08,Email,6,0.404
2025-08-20,2025-08,Organic,4,0.471
2025-08-20,2025-08,Google Ads,26,0.444
2025-08-20,2025-08,Affiliate,12,0.587
2025-08-20,2025-08,Organic,1,0.404
2025-08-20,2025-08,Email,5,0.335
2025-08-21,2025-08,Email,3,0.497
2025-08-21,2025-08,Organic,5,0.452
2025-08-21,2025-08,Google Ads,91,0.433
2025-08-21,2025-08,Affiliate,13,0.528
2025-08-21,2025-08,Meta,24,0.602
2025-08-21,2025-08,Email,2,0.484
2025-08-21,2025-08,Meta,19,0.621
2025-08-21,2025-08,Affiliate,13,0.544
2025-08-21,2025-08,Organic,3,0.372
2025-08-21,2025-08,Email,1,0.524
2025-08-22,2025-08,Affiliate,11,0.609
2025-08-22,2025-08,Google Ads,19,0.514
2025-08-22,2025-08,Google Ads,19,0.518
2025-08-22,2025-08,Meta,49,0.589
2025-08-22,2025-08,Affiliate,6,0.58
2025-08-22,2025-08,Email,7,0.423
2025-08-22,2025-08,Organic,5,0.368
2025-08-22,2025-08,Organic,7,0.373
2025-08-23,2025-08,Affiliate,10,0.746
2025-08-23,2025-08,Google Ads,16,0.45
2025-08-23,2025-08,Affiliate,11,0.684
2025-08-23,2025-08,Meta,22,0.604
2025-08-23,2025-08,Organic,4,0.391
2025-08-23,2025-08,Meta,19,0.633
2025-08-23,2025-08,Email,2,0.434
2025-08-23,2025-08,Email,2,0.484
2025-08-23,2025-08,Google Ads,20,0.441
2025-08-23,2025-08,Google Ads,16,0.429
2025-08-23,2025-08,Organic,2,0.401
2025-08-24,2025-08,Google Ads,38,0.465
2025-08-24,2025-08,Affiliate,25,0.677
2025-08-24,2025-08,Organic,5,0.39
2025-08-24,2025-08,Meta,32,0.654
2025-08-24,2025-08,Organic,4,0.309
2025-08-24,2025-08,Email,3,0.447
2025-08-24,2025-08,Google Ads,27,0.372
2025-08-24,2025-08,Email,5,0.455
2025-08-24,2025-08,Email,6,0.472
2025-08-25,2025-08,Google Ads,78,0.494
2025-08-25,2025-08,Organic,2,0.408
2025-08-25,2025-08,Organic,2,0.346
2025-08-25,2025-08,Meta,37,0.665
2025-08-25,2025-08,Affiliate,20,0.728
2025-08-25,2025-08,Email,3,0.44
2025-08-25,2025-08,Meta,46,0.45
2025-08-25,2025-08,Email,5,0.516
2025-08-25,2025-08,Organic,6,0.38
2025-08-26,2025-08,Organic,2,0.435
2025-08-26,2025-08,Organic,6,0.357
2025-08-26,2025-08,Organic,3,0.471
2025-08-26,2025-08,Affiliate,27,0.738
2025-08-26,2025-08,Google Ads,32,0.461
2025-08-26,2025-08,Email,5,0.375
2025-08-26,2025-08,Meta,22,0.512
2025-08-26,2025-08,Meta,22,0.613
2025-08-26,2025-08,Google Ads,26,0.48
2025-08-26,2025-08,Email,2,0.442
2025-08-26,2025-08,Google Ads,28,0.441
2025-08-26,2025-08,Meta,23,0.615
2025-08-27,2025-08,Meta,39,0.67
2025-08-27,2025-08,Meta,32,0.483
2025-08-27,2025-08,Email,8,0.367
2025-08-27,2025-08,Affiliate,13,0.609
2025-08-27,2025-08,Google Ads,40,0.478
2025-08-27,2025-08,Organic,6,0.372
2025-08-27,2025-08,Email,3,0.412
2025-08-27,2025-08,Google Ads,27,0.366
2025-08-27,2025-08,Affiliate,13,0.527
2025-08-27,2025-08,Affiliate,8,0.688
2025-08-28,2025-08,Meta,41,0.682
2025-08-28,2025-08,Google Ads,64,0.504
2025-08-28,2025-08,Email,9,0.475
2025-08-28,2025-08,Affiliate,23,0.562
2025-08-28,2025-08,Organic,7,0.477
2025-08-28,2025-08,Affiliate,18,0.634
2025-08-28,2025-08,Meta,31,0.673
2025-08-29,2025-08,Google Ads,42,0.531
2025-08-29,2025-08,Email,3,0.495
2025-08-29,2025-08,Affiliate,12,0.661
2025-08-29,2025-08,Affiliate,5,0.567
2025-08-29,2025-08,Google Ads,51,0.468
2025-08-29,2025-08,Organic,15,0.416
2025-08-29,2025-08,Meta,16,0.585
2025-08-29,2025-08,Affiliate,8,0.567
2025-08-29,2025-08,Meta,19,0.571
2025-08-29,2025-08,Email,3,0.468
2025-08-29,2025-08,Meta,8,0.626
2025-08-30,2025-08,Meta,28,0.568
2025-08-30,2025-08,Google Ads,19,0.453
2025-08-30,2025-08,Google Ads,16,0.431
2025-08-30,2025-08,Email,5,0.422
2025-08-30,2025-08,Organic,4,0.354
2025-08-30,2025-08,Meta,20,0.568
2025-08-30,2025-08,Email,4,0.314
2025-08-30,2025-08,Google Ads,13,0.459
2025-08-30,2025-08,Organic,6,0.405
2025-08-30,2025-08,Affiliate,7,0.554
2025-08-30,2025-08,Affiliate,12,0.667
2025-08-31,2025-08,Email,5,0.351
2025-08-31,2025-08,Meta,33,0.473
2025-08-31,2025-08,Email,6,0.505
2025-08-31,2025-08,Affiliate,21,0.627
2025-08-31,2025-08,Organic,4,0.392
2025-08-31,2025-08,Google Ads,73,0.508
2025-08-31,2025-08,Meta,27,0.539
2025-08-31,2025-08,Organic,10,0.405
2025-09-01,2025-09,Organic,15,0.492
2025-09-01,2025-09,Meta,39,0.557
2025-09-01,2025-09,Affiliate,8,0.674
2025-09-01,2025-09,Email,6,0.317
2025-09-01,2025-09,Email,6,0.461
2025-09-01,2025-09,Affiliate,11,0.558
2025-09-01,2025-09,Email,4,0.447
2025-09-01,2025-09,Meta,66,0.594
2025-09-01,2025-09,Google Ads,70,0.604
2025-09-02,2025-09,Organic,4,0.445
2025-09-02,2025-09,Email,4,0.498
2025-09-02,2025-09,Affiliate,15,0.564
2025-09-02,2025-09,Organic,7,0.38
2025-09-02,2025-09,Affiliate,6,0.586
2025-09-02,2025-09,Google Ads,49,0.428
2025-09-02,2025-09,Meta,95,0.566
2025-09-02,2025-09,Email,8,0.435
2025-09-02,2025-09,Google Ads,51,0.513
2025-09-03,2025-09,Organic,10,0.445
2025-09-03,2025-09,Google Ads,43,0.443
2025-09-03,2025-09,Organic,4,0.449
2025-09-03,2025-09,Google Ads,42,0.365
2025-09-03,2025-09,Email,11,0.432
2025-09-03,2025-09,Affiliate,12,0.639
2025-09-03,2025-09,Meta,67,0.668
2025-09-03,2025-09,Affiliate,11,0.627
2025-09-04,2025-09,Meta,74,0.603
2025-09-04,2025-09,Organic,6,0.462
2025-09-04,2025-09,Email,4,0.4
2025-09-04,2025-09,Google Ads,90,0.337
2025-09-04,2025-09,Email,8,0.455
2025-09-04,2025-09,Email,8,0.343
2025-09-04,2025-09,Affiliate,5,0.564
2025-09-04,2025-09,Organic,4,0.377
2025-09-04,2025-09,Affiliate,9,0.669
2025-09-05,2025-09,Organic,2,0.419
2025-09-05,2025-09,Meta,15,0.585
2025-09-05,2025-09,Affiliate,1,0.539
2025-09-05,2025-09,Affiliate,7,0.727
2025-09-05,2025-09,Meta,25,0.604
2025-09-05,2025-09,Meta,19,0.599
2025-09-05,2025-09,Email,3,0.479
2025-09-05,2025-09,Organic,7,0.319
2025-09-05,2025-09,Organic,5,0.381
2025-09-05,2025-09,Google Ads,67,0.51
2025-09-05,2025-09,Email,1,0.466
2025-09-05,2025-09,Email,7,0.387
2025-09-06,2025-09,Google Ads,53,0.509
2025-09-06,2025-09,Affiliate,21,0.555
2025-09-06,2025-09,Organic,5,0.39
2025-09-06,2025-09,Email,4,0.417
2025-09-06,2025-09,Email,6,0.455
2025-09-06,2025-09,Organic,4,0.353
2025-09-06,2025-09,Organic,5,0.413
2025-09-06,2025-09,Meta,61,0.572
2025-09-07,2025-09,Meta,47,0.591
2025-09-07,2025-09,Email,12,0.473
2025-09-07,2025-09,Email,9,0.46
2025-09-07,2025-09,Affiliate,8,0.643
2025-09-07,2025-09,Affiliate,1,0.636
2025-09-07,2025-09,Affiliate,8,0.615
2025-09-07,2025-09,Organic,15,0.456
2025-09-07,2025-09,Meta,44,0.682
2025-09-07,2025-09,Google Ads,121,0.525
2025-09-08,2025-09,Affiliate,18,0.708
2025-09-08,2025-09,Google Ads,31,0.481
2025-09-08,2025-09,Google Ads,30,0.388
2025-09-08,2025-09,Email,14,0.482
2025-09-08,2025-09,Organic,15,0.296
2025-09-08,2025-09,Meta,64,0.527
2025-09-09,2025-09,Organic,7,0.538
2025-09-09,2025-09,Google Ads,26,0.469
2025-09-09,2025-09,Organic,9,0.386
2025-09-09,2025-09,Affiliate,15,0.664
2025-09-09,2025-09,Google Ads,45,0.409
2025-09-09,2025-09,Meta,88,0.59
2025-09-09,2025-09,Email,5,0.431
2025-09-09,2025-09,Email,10,0.425
2025-09-10,2025-09,Meta,77,0.659
2025-09-10,2025-09,Google Ads,44,0.463
2025-09-10,2025-09,Organic,8,0.324
2025-09-10,2025-09,Affiliate,17,0.636
2025-09-10,2025-09,Google Ads,48,0.497
2025-09-10,2025-09,Email,15,0.453
2025-09-11,2025-09,Affiliate,2,0.648
2025-09-11,2025-09,Affiliate,8,0.55
2025-09-11,2025-09,Affiliate,13,0.65
2025-09-11,2025-09,Google Ads,17,0.491
2025-09-11,2025-09,Google Ads,20,0.512
2025-09-11,2025-09,Organic,7,0.344
2025-09-11,2025-09,Email,10,0.407
2025-09-11,2025-09,Meta,76,0.545
2025-09-11,2025-09,Email,11,0.422
2025-09-11,2025-09,Google Ads,15,0.483
2025-09-11,2025-09,Organic,7,0.349
2025-09-12,2025-09,Google Ads,19,0.386
2025-09-12,2025-09,Meta,51,0.526
2025-09-12,2025-09,Affiliate,4,0.596
2025-09-12,2025-09,Google Ads,27,0.519
2025-09-12,2025-09,Meta,37,0.525
2025-09-12,2025-09,Organic,7,0.512
2025-09-12,2025-09,Affiliate,4,0.57
2025-09-12,2025-09,Email,5,0.347
2025-09-12,2025-09,Email,5,0.524
2025-09-12,2025-09,Organic,9,0.357
2025-09-12,2025-09,Google Ads,27,0.45
2025-09-13,2025-09,Email,16,0.415
2025-09-13,2025-09,Google Ads,33,0.408
2025-09-13,2025-09,Organic,9,0.373
2025-09-13,2025-09,Google Ads,34,0.422
2025-09-13,2025-09,Affiliate,12,0.649
2025-09-13,2025-09,Meta,69,0.601
2025-09-14,2025-09,Organic,4,0.488
2025-09-14,2025-09,Meta,71,0.52
2025-09-14,2025-09,Email,7,0.397
2025-09-14,2025-09,Organic,8,0.412
2025-09-14,2025-09,Organic,5,0.375
2025-09-14,2025-09,Affiliate,14,0.604
2025-09-14,2025-09,Google Ads,42,0.596
2025-09-14,2025-09,Google Ads,32,0.429
2025-09-14,2025-09,Email,3,0.314
2025-09-15,2025-09,Affiliate,13,0.512
2025-09-15,2025-09,Organic,7,0.435
2025-09-15,2025-09,Organic,3,0.298
2025-09-15,2025-09,Organic,4,0.357
2025-09-15,2025-09,Meta,29,0.662
2025-09-15,2025-09,Email,7,0.39
2025-09-15,2025-09,Email,4,0.485
2025-09-15,2025-09,Affiliate,10,0.615
2025-09-15,2025-09,Email,8,0.449
2025-09-15,2025-09,Meta,31,0.516
2025-09-15,2025-09,Google Ads,29,0.465
2025-09-15,2025-09,Google Ads,32,0.395
2025-09-16,2025-09,Google Ads,83,0.451
2025-09-16,2025-09,Organic,12,0.371
2025-09-16,2025-09,Email,13,0.491
2025-09-16,2025-09,Meta,76,0.61
2025-09-16,2025-09,Affiliate,22,0.627
2025-09-16,2025-09,Organic,8,0.383
2025-09-17,2025-09,Affiliate,5,0.671
2025-09-17,2025-09,Email,8,0.415
2025-09-17,2025-09,Affiliate,6,0.681
2025-09-17,2025-09,Email,8,0.444
2025-09-17,2025-09,Organic,14,0.436
2025-09-17,2025-09,Google Ads,42,0.385
2025-09-17,2025-09,Meta,77,0.482
2025-09-17,2025-09,Google Ads,34,0.399
2025-09-17,2025-09,Email,6,0.393
2025-09-18,2025-09,Meta,73,0.473
2025-09-18,2025-09,Affiliate,10,0.712
2025-09-18,2025-09,Google Ads,47,0.318
2025-09-18,2025-09,Affiliate,16,0.516
2025-09-18,2025-09,Email,9,0.327
2025-09-18,2025-09,Google Ads,57,0.443
2025-09-18,2025-09,Organic,15,0.29
2025-09-18,2025-09,Email,7,0.306
2025-09-19,2025-09,Organic,12,0.472
2025-09-19,2025-09,Meta,96,0.616
2025-09-19,2025-09,Google Ads,70,0.483
2025-09-19,2025-09,Email,8,0.46
2025-09-19,2025-09,Affiliate,17,0.654
2025-09-20,2025-09,Meta,32,0.67
2025-09-20,2025-09,Organic,10,0.372
2025-09-20,2025-09,Meta,55,0.5
2025-09-20,2025-09,Google Ads,42,0.478
2025-09-20,2025-09,Affiliate,9,0.595
2025-09-20,2025-09,Email,4,0.453
2025-09-20,2025-09,Google Ads,35,0.537
2025-09-20,2025-09,Affiliate,5,0.686
2025-09-20,2025-09,Email,5,0.475
2025-09-20,2025-09,Email,3,0.447
2025-09-20,2025-09,Organic,7,0.484
2025-09-21,2025-09,Affiliate,5,0.565
2025-09-21,2025-09,Organic,6,0.453
2025-09-21,2025-09,Affiliate,7,0.603
2025-09-21,2025-09,Google Ads,54,0.4
2025-09-21,2025-09,Email,27,0.457
2025-09-21,2025-09,Meta,83,0.558
2025-09-21,2025-09,Google Ads,44,0.508
2025-09-21,2025-09,Organic,6,0.351
2025-09-22,2025-09,Affiliate,12,0.557
2025-09-22,2025-09,Meta,18,0.578
2025-09-22,2025-09,Meta,24,0.658
2025-09-22,2025-09,Google Ads,17,0.442
2025-09-22,2025-09,Meta,27,0.631
2025-09-22,2025-09,Google Ads,23,0.442
2025-09-22,2025-09,Email,11,0.434
2025-09-22,2025-09,Organic,11,0.461
2025-09-22,2025-09,Google Ads,16,0.443
2025-09-22,2025-09,Email,9,0.392
2025-09-23,2025-09,Email,2,0.477
2025-09-23,2025-09,Affiliate,18,0.722
2025-09-23,2025-09,Meta,41,0.585
2025-09-23,2025-09,Email,2,0.383
2025-09-23,2025-09,Google Ads,33,0.572
2025-09-23,2025-09,Google Ads,36,0.5
2025-09-23,2025-09,Organic,2,0.419
2025-09-23,2025-09,Meta,33,0.607
2025-09-23,2025-09,Organic,7,0.453
2025-09-24,2025-09,Organic,3,0.428
2025-09-24,2025-09,Google Ads,33,0.487
2025-09-24,2025-09,Email,18,0.359
2025-09-24,2025-09,Affiliate,2,0.581
2025-09-24,2025-09,Meta,35,0.549
2025-09-24,2025-09,Meta,45,0.547
2025-09-24,2025-09,Organic,3,0.406
2025-09-24,2025-09,Google Ads,20,0.578
2025-09-24,2025-09,Google Ads,25,0.529
2025-09-24,2025-09,Affiliate,11,0.7
2025-09-24,2025-09,Affiliate,5,0.64
2025-09-25,2025-09,Organic,8,0.463
2025-09-25,2025-09,Google Ads,21,0.446
2025-09-25,2025-09,Google Ads,16,0.468
2025-09-25,2025-09,Google Ads,19,0.433
2025-09-25,2025-09,Email,18,0.445
2025-09-25,2025-09,Affiliate,9,0.729
2025-09-25,2025-09,Affiliate,5,0.667
2025-09-25,2025-09,Meta,63,0.672
2025-09-26,2025-09,Organic,20,0.453
2025-09-26,2025-09,Affiliate,4,0.682
2025-09-26,2025-09,Email,3,0.489
2025-09-26,2025-09,Meta,19,0.568
2025-09-26,2025-09,Meta,30,0.541
2025-09-26,2025-09,Meta,27,0.542
2025-09-26,2025-09,Google Ads,45,0.486
2025-09-26,2025-09,Email,6,0.405
2025-09-26,2025-09,Affiliate,5,0.682
2025-09-26,2025-09,Affiliate,4,0.675
2025-09-26,2025-09,Email,7,0.404
2025-09-26,2025-09,Google Ads,40,0.552
2025-09-27,2025-09,Email,11,0.378
2025-09-27,2025-09,Affiliate,7,0.636
2025-09-27,2025-09,Google Ads,78,0.505
2025-09-27,2025-09,Email,10,0.377
2025-09-27,2025-09,Affiliate,10,0.72
2025-09-27,2025-09,Organic,9,0.398
2025-09-27,2025-09,Meta,59,0.548
